PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
Runwal Melody Plus Plus,"1, 2, 3 BHK Apartment in Mulund West, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '1.2 km', 'Eastern Express Highway': '200 m', 'Mulund Lake': '2.2 km', 'Thane': '3.2 km', 'Mumbai Airport': '6 km'}",https://www.99acres.com/runwal-melody-plus-plus-mulund,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '800 sq.ft.', 'price-range': '₹ 3 - 3.4 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,100 sq.ft.', 'price-range': '₹ 4.1 - 4.7 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,500 sq.ft.', 'price-range': '₹ 5.4 - 6.2 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Brigade Group - Zenith Plus,"2, 3 BHK Apartment in Bhandup East, Mumbai","['Bhandup Pumping Station', 'Eastern Express Highway', 'Mumbai Zoo', 'Nehru Nagar', 'Mulund Station']","{'Eastern Express Highway': '3 km', 'Bhandup Station': '4 km', 'Mulund': '5 km', 'Mumbai Airport': '12 km', 'Thane': '7 km'}",https://www.99acres.com/brigade-zenith-plus-bhandup,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,500 sq.ft.', 'price-range': '₹ 6.3 - 6.9 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,900 sq.ft.', 'price-range': '₹ 8 - 8.8 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Bella Plus Plus,"2, 3 BHK Apartment in Dombivli West, Mumbai","['Dombivli Station', 'Eastern Express Highway', 'Kalyan', 'Thane', 'Mumbai-Pune Expressway']","{'Dombivli Station': '3.7 km', 'Eastern Express Highway': '4.7 km', 'Kalyan': '5.7 km', 'Thane': '8.7 km', 'Mumbai-Pune Expressway': '6.7 km'}",https://www.99acres.com/lodha-casa-bella-plus-plus-dombivli,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,400 sq.ft.', 'price-range': '₹ 3.6 - 4 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,800 sq.ft.', 'price-range': '₹ 4.4 - 5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Godrej Ultimate Plus,"3, 4 BHK Apartment in Vikhroli East, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '1.1 km', 'Eastern Express Highway': '0 m', 'Powai Lake': '2.1 km', 'Mumbai Airport': '6.1 km', 'Kanjurmarg Station': '0.1 km'}",https://www.99acres.com/godrej-ultimate-plus-vikhroli,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,250 sq.ft.', 'price-range': '₹ 12 - 13 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,850 sq.ft.', 'price-range': '₹ 14.5 - 16 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Hiranandani Grandeur Plus Plus,"3, 4, 5 BHK Apartment in Thane West, Mumbai","['Upvan Lake', 'Talao Pali', 'Korum Mall', 'Cadbury Junction', 'Eastern Express Highway']","{'Upvan Lake': '2.4 km', 'Korum Mall': '3.4 km', 'Thane Station': '5.4 km', 'Eastern Express Highway': '4.4 km', 'Mumbai-Pune Expressway': '6.4 km'}",https://www.99acres.com/hiranandani-grandeur-plus-plus-thane,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,400 sq.ft.', 'price-range': '₹ 7.5 - 8.3 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,000 sq.ft.', 'price-range': '₹ 9 - 10 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,700 sq.ft.', 'price-range': '₹ 11 - 12.5 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gymnasium', 'Club House', 'Basketball Court', 'Jogging Track', 'Skating Rink', 'Party Lawn']"
Kalpataru Ultimate Plus,"2, 3 BHK Apartment in Mulund East, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '3.1 km', 'Eastern Express Highway': '2.1 km', 'Mulund Lake': '4.1 km', 'Thane': '5.1 km', 'Mumbai Airport': '15 km'}",https://www.99acres.com/kalpataru-ultimate-plus-mulund,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,500 sq.ft.', 'price-range': '₹ 6 - 6.6 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,900 sq.ft.', 'price-range': '₹ 7.7 - 8.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Piramal Aranya Phase 11,"3, 4 BHK Apartment in Byculla West, Mumbai","['Byculla Zoo', 'Mumbai Central', 'Wadia Hospital', 'Phoenix Marketcity', 'Mohammed Ali Road']","{'Byculla Zoo': '1 km', 'Mumbai Central': '2.4 km', 'Phoenix Marketcity': '3.4 km', 'CSMT Station': '4.4 km', 'Eastern Freeway': '2.4 km'}",https://www.99acres.com/piramal-aranya-phase11-byculla,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,080 sq.ft.', 'price-range': '₹ 20 - 21.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,680 sq.ft.', 'price-range': '₹ 24 - 26 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Landscaped Gardens', 'Yoga Pavilion', 'Children's Play Area', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting']"
Wadhwa Group - Heaven Plus,"Studio, 1, 2 BHK Apartment in Vikhroli West, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '1 km', 'Eastern Express Highway': '0 m', 'Powai Lake': '2 km', 'Mumbai Airport': '6 km', 'Kanjurmarg Station': '0 m'}",https://www.99acres.com/wadhwa-heaven-plus-vikhroli,"{'Studio': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '670 sq.ft.', 'price-range': '₹ 4.3 - 4.7 Cr'}, '1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '870 sq.ft.', 'price-range': '₹ 5.1 - 5.6 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,170 sq.ft.', 'price-range': '₹ 6.4 - 7.1 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking', 'Landscaped Garden']"
Raheja Arthan,"3,4 BHK Apartment in Juhu, Mumbai","['Juhu Beach', 'Santacruz Airport', 'Prithvi Theatre', 'ISKCON Temple', 'Linking Road']","{'Juhu Beach': '300 m', 'Santacruz Airport': '2 km', 'Linking Road': '1 km', 'Andheri Station': '3 km', 'Bandra Station': '4 km'}",https://www.99acres.com/raheja-arthan-juhu,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,100 sq.ft.', 'price-range': '₹ 12 - 14 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,800 sq.ft.', 'price-range': '₹ 16 - 18 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Private Beach Access', 'Tennis Court', 'Spa', 'Business Center', '24x7 Security', 'Valet Parking']"
Kohinoor Square,"2,3 BHK Apartment in Kurla West, Mumbai","['Kurla Station', 'Phoenix Marketcity', 'Mithi River', 'Santacruz Airport', 'Bandra Kurla Complex']","{'Kurla Station': '500 m', 'Phoenix Marketcity': '1 km', 'Santacruz Airport': '3 km', 'BKC': '2 km', 'Eastern Express Highway': '1 km'}",https://www.99acres.com/kohinoor-square-kurla,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,100 sq.ft.', 'price-range': '₹ 4.5 - 5.2 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,600 sq.ft.', 'price-range': '₹ 6.2 - 7.2 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Shopping Arcade', 'Indoor Games', 'Jogging Track', 'Party Hall', '24x7 Security', 'Car Parking']"
Sobha Ivory Coast,"3,4 BHK Apartment in Malad West, Mumbai","['Malad Station', 'Infiniti Mall', 'Goregaon Film City', 'Mindspace', 'Western Express Highway']","{'Malad Station': '1 km', 'Infiniti Mall': '2 km', 'Mindspace': '3 km', 'Western Express Highway': '500 m', 'Mumbai Airport': '8 km'}",https://www.99acres.com/sobha-ivory-coast-malad,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,800 sq.ft.', 'price-range': '₹ 6.8 - 7.8 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,400 sq.ft.', 'price-range': '₹ 9 - 10.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Amphitheatre', 'Children's Play Area', 'Jogging Track', '24x7 Security', 'Rain Water Harvesting']"
Mumbai Realty Gold Coast,"2,3 BHK Apartment in Bandra West, Mumbai","['Bandra Bandstand', 'Carter Road', 'Linking Road', 'Bandra Station', 'Bandra Kurla Complex']","{'Bandra Bandstand': '800 m', 'Carter Road': '1 km', 'Bandra Station': '1.5 km', 'BKC': '3 km', 'Mumbai Airport': '5 km'}",https://www.99acres.com/mumbai-realty-gold-coast-bandra,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,300 sq.ft.', 'price-range': '₹ 9 - 10.5 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,800 sq.ft.', 'price-range': '₹ 12 - 14 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Private Garden', 'Yoga Studio', 'Party Hall', '24x7 Security', 'Car Parking', 'Power Backup']"
Ashford Royale,"2,3 BHK Apartment in Chembur, Mumbai","['Chembur Station', 'R City Mall', 'Eastern Express Highway', 'Mankhurd', 'Deonar']","{'Chembur Station': '1 km', 'R City Mall': '2 km', 'Eastern Express Highway': '500 m', 'Mumbai Port': '3 km', 'Santacruz Airport': '10 km'}",https://www.99acres.com/ashford-royale-chembur,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,150 sq.ft.', 'price-range': '₹ 3.8 - 4.5 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,650 sq.ft.', 'price-range': '₹ 5.2 - 6.2 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Children's Play Area', 'Jogging Track', 'Party Hall', '24x7 Security', 'Car Parking']"
Kanakia Wall Street,"3,4 BHK Apartment in Andheri West, Mumbai","['Versova Beach', 'Lokhandwala Market', 'Oshiwara', 'Joggers Park', 'Andheri Station']","{'Versova Beach': '2 km', 'Lokhandwala Market': '1 km', 'Andheri Station': '3 km', 'Western Express Highway': '2 km', 'Mumbai Airport': '4 km'}",https://www.99acres.com/kanakia-wall-street-andheri,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,700 sq.ft.', 'price-range': '₹ 7.5 - 8.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,300 sq.ft.', 'price-range': '₹ 10 - 11.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Business Center', 'Indoor Games', 'Yoga Studio', 'Party Hall', '24x7 Security', 'Car Parking']"
Prestige Seawoods,"2,3 BHK Apartment in Nerul, Navi Mumbai","['Seawoods Station', 'Nerul Lake', 'Palm Beach Road', 'Vashi Station', 'Belapur']","{'Seawoods Station': '800 m', 'Palm Beach Road': '1 km', 'Vashi Station': '3 km', 'Mumbai-Pune Expressway': '4 km', 'Panvel': '5 km'}",https://www.99acres.com/prestige-seawoods-nerul,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,100 sq.ft.', 'price-range': '₹ 2.8 - 3.4 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,550 sq.ft.', 'price-range': '₹ 3.8 - 4.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', '24x7 Security', 'Car Parking']"
Bharat Diamond Bourse Apartments,"3,4 BHK Apartment in Bandra Kurla Complex, Mumbai","['BKC Complex', 'Mithi River', 'Kalanagar', 'Bandra Station', 'Santacruz Airport']","{'BKC Complex': '500 m', 'Mithi River': '300 m', 'Bandra Station': '2 km', 'Santacruz Airport': '3 km', 'Western Express Highway': '1 km'}",https://www.99acres.com/bharat-diamond-bourse-bkc,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,200 sq.ft.', 'price-range': '₹ 15 - 17 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,900 sq.ft.', 'price-range': '₹ 19 - 22 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Business Center', 'Conference Room', 'Yoga Studio', 'Party Hall', '24x7 Security', 'Valet Parking']"
Arihant Aura,"2,3 BHK Apartment in Kandivali East, Mumbai","['Kandivali Station', 'Thakur Village', 'Western Express Highway', 'Borivali National Park', 'Malad']","{'Kandivali Station': '1 km', 'Western Express Highway': '500 m', 'Borivali National Park': '3 km', 'Malad Station': '4 km', 'Mumbai Airport': '12 km'}",https://www.99acres.com/arihant-aura-kandivali,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,050 sq.ft.', 'price-range': '₹ 3.5 - 4.2 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,500 sq.ft.', 'price-range': '₹ 4.8 - 5.6 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Children's Play Area', 'Jogging Track', 'Party Hall', '24x7 Security', 'Car Parking']"
Nirmal Lifestyle,"3,4 BHK Apartment in Mulund East, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Nirmal Lifestyle Mall']","{'Mulund Station': '1.5 km', 'Eastern Express Highway': '800 m', 'Nirmal Lifestyle Mall': '500 m', 'Thane': '4 km', 'Mumbai Airport': '14 km'}",https://www.99acres.com/nirmal-lifestyle-mulund,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,650 sq.ft.', 'price-range': '₹ 4.2 - 4.9 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,200 sq.ft.', 'price-range': '₹ 5.5 - 6.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Shopping Mall Access', 'Indoor Games', 'Jogging Track', 'Party Hall', '24x7 Security', 'Car Parking']"
Kumar Prosperity,"2,3 BHK Apartment in Ghatkopar East, Mumbai","['Ghatkopar Station', 'Metro Station', 'Eastern Express Highway', 'R City Mall', 'Vidyavihar']","{'Ghatkopar Station': '800 m', 'Metro Station': '200 m', 'Eastern Express Highway': '1 km', 'R City Mall': '2 km', 'Mumbai Airport': '6 km'}",https://www.99acres.com/kumar-prosperity-ghatkopar,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,100 sq.ft.', 'price-range': '₹ 4.8 - 5.5 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,600 sq.ft.', 'price-range': '₹ 6.5 - 7.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Children's Play Area', 'Jogging Track', 'Party Hall', '24x7 Security', 'Car Parking']"
Ahuja Towers,"3,4 BHK Apartment in Santacruz West, Mumbai","['Santacruz Airport', 'Bandra Kurla Complex', 'Juhu Beach', 'Linking Road', 'Khar Station']","{'Santacruz Airport': '2 km', 'Juhu Beach': '3 km', 'Bandra Kurla Complex': '4 km', 'Khar Station': '1 km', 'Western Express Highway': '500 m'}",https://www.99acres.com/ahuja-towers-santacruz,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,800 sq.ft.', 'price-range': '₹ 8.5 - 9.8 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,400 sq.ft.', 'price-range': '₹ 11 - 13 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', '24x7 Security', 'Car Parking']"
Vijay Residency,"2,3 BHK Apartment in Borivali West, Mumbai","['Borivali Station', 'Sanjay Gandhi National Park', 'Western Express Highway', 'Kandivali', 'Dahisar']","{'Borivali Station': '1.2 km', 'Sanjay Gandhi National Park': '2 km', 'Western Express Highway': '800 m', 'Kandivali': '3 km', 'Mumbai Airport': '15 km'}",https://www.99acres.com/vijay-residency-borivali,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,050 sq.ft.', 'price-range': '₹ 3.2 - 3.8 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,500 sq.ft.', 'price-range': '₹ 4.5 - 5.3 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Children's Play Area', 'Jogging Track', 'Party Hall', '24x7 Security', 'Car Parking']"
Omkar Alta Monte,"4,5 BHK Apartment in Malabar Hill, Mumbai","['Malabar Hill', 'Walkeshwar Temple', 'Kamala Nehru Park', 'Marine Drive', 'Chowpatty Beach']","{'Malabar Hill': '500 m', 'Marine Drive': '1 km', 'Chowpatty Beach': '1.5 km', 'Churchgate Station': '2 km', 'Nariman Point': '3 km'}",https://www.99acres.com/omkar-alta-monte-malabar-hill,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,200 sq.ft.', 'price-range': '₹ 25 - 28 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '4,000 sq.ft.', 'price-range': '₹ 32 - 36 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Private Terrace', 'Home Theatre', 'Wine Cellar', 'Party Hall', '24x7 Security', 'Valet Parking']"
Sunteck City,"2,3 BHK Apartment in Oshiwara, Mumbai","['Oshiwara Station', 'Lokhandwala Market', 'Versova Beach', 'Andheri Sports Complex', 'Joggers Park']","{'Oshiwara Station': '800 m', 'Lokhandwala Market': '1 km', 'Versova Beach': '2 km', 'Andheri Station': '3 km', 'Mumbai Airport': '5 km'}",https://www.99acres.com/sunteck-city-oshiwara,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,200 sq.ft.', 'price-range': '₹ 5.8 - 6.8 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,700 sq.ft.', 'price-range': '₹ 7.8 - 9 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Yoga Studio', 'Children's Play Area', 'Jogging Track', '24x7 Security', 'Car Parking']"
K Raheja Vivantis,"3,4 BHK Apartment in Khar West, Mumbai","['Khar Station', 'Carter Road', 'Linking Road', 'Santacruz Airport', 'Bandra Kurla Complex']","{'Khar Station': '500 m', 'Carter Road': '800 m', 'Santacruz Airport': '2 km', 'Bandra Kurla Complex': '3 km', 'Western Express Highway': '1 km'}",https://www.99acres.com/k-raheja-vivantis-khar,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,850 sq.ft.', 'price-range': '₹ 9.5 - 11 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,500 sq.ft.', 'price-range': '₹ 12.5 - 14.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', '24x7 Security', 'Car Parking']"
Concorde Galleria,"2,3 BHK Apartment in Navi Mumbai, Mumbai","['Vashi Station', 'Palm Beach Road', 'Sector 17 Market', 'Belapur', 'Nerul']","{'Vashi Station': '1 km', 'Palm Beach Road': '500 m', 'Sector 17 Market': '800 m', 'Belapur': '3 km', 'Mumbai-Pune Expressway': '2 km'}",https://www.99acres.com/concorde-galleria-vashi,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,150 sq.ft.', 'price-range': '₹ 2.5 - 3 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,600 sq.ft.', 'price-range': '₹ 3.5 - 4.2 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Shopping Arcade', 'Indoor Games', 'Children's Play Area', 'Jogging Track', '24x7 Security', 'Car Parking']"
Purvankara Sky Forest,"3,4 BHK Apartment in Goregaon East, Mumbai","['Goregaon Station', 'Film City', 'Aarey Colony', 'Western Express Highway', 'Malad']","{'Goregaon Station': '1.2 km', 'Film City': '2 km', 'Aarey Colony': '1 km', 'Western Express Highway': '800 m', 'Mumbai Airport': '7 km'}",https://www.99acres.com/purvankara-sky-forest-goregaon,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,700 sq.ft.', 'price-range': '₹ 6.2 - 7.2 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,300 sq.ft.', 'price-range': '₹ 8.5 - 9.8 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Children's Play Area', 'Jogging Track', 'Party Hall', '24x7 Security', 'Car Parking']"
Shapoorji Pallonji Joyville,"2,3 BHK Apartment in Panvel, Mumbai","['Panvel Station', 'Mumbai-Pune Expressway', 'NAVI Mumbai Airport', 'Kharghar', 'Belapur']","{'Panvel Station': '2 km', 'Mumbai-Pune Expressway': '1 km', 'NAVI Mumbai Airport': '8 km', 'Kharghar': '5 km', 'Belapur': '6 km'}",https://www.99acres.com/shapoorji-pallonji-joyville-panvel,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,050 sq.ft.', 'price-range': '₹ 1.8 - 2.2 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,500 sq.ft.', 'price-range': '₹ 2.5 - 3 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Children's Play Area', 'Jogging Track', 'Party Hall', '24x7 Security', 'Car Parking']"
Mahindra Lifespaces Eden,"3,4 BHK Apartment in Kandivali West, Mumbai","['Kandivali Station', 'Western Express Highway', 'Thakur Village', 'Borivali National Park', 'Charkop']","{'Kandivali Station': '1.5 km', 'Western Express Highway': '600 m', 'Thakur Village': '1 km', 'Borivali National Park': '2 km', 'Mumbai Airport': '13 km'}",https://www.99acres.com/mahindra-lifespaces-eden-kandivali,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,650 sq.ft.', 'price-range': '₹ 5.5 - 6.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,200 sq.ft.', 'price-range': '₹ 7.2 - 8.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', '24x7 Security', 'Car Parking']"
Tata Housing Emerald Hills,"2,3 BHK Apartment in Kharghar, Navi Mumbai","['Kharghar Station', 'Central Park', 'Pandavkada Falls', 'Mumbai-Pune Expressway', 'Belapur']","{'Kharghar Station': '1 km', 'Central Park': '500 m', 'Mumbai-Pune Expressway': '2 km', 'Belapur': '4 km', 'Panvel': '3 km'}",https://www.99acres.com/tata-housing-emerald-hills-kharghar,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,100 sq.ft.', 'price-range': '₹ 2.2 - 2.7 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,600 sq.ft.', 'price-range': '₹ 3 - 3.6 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Children's Play Area', 'Jogging Track', 'Party Hall', '24x7 Security', 'Car Parking']"
